0.186755 0.187889 0
-0.0136047 -0.751753 1
-0.731553 0.345473 1
0.906706 0.895194 1
-0.385305 0.948539 1
-0.261409 -0.881747 0
-0.651461 -0.418868 0
-0.446697 -0.468954 0
0.75333 0.614709 1
-0.647221 0.316339 0
-0.747333 -0.568368 0
-0.358009 0.992494 1
-0.571374 0.130523 1
-0.997029 0.841602 0
-0.0322378 0.254558 1
0.80286 0.775717 1
-0.848662 0.604243 1
0.223298 -0.0875631 1
-0.647917 0.966531 0
0.295091 0.820948 0
0.597571 -0.846811 0
0.267013 -0.787417 0
-0.753873 -0.723586 0
-0.0585826 -0.764943 1
0.959931 -0.198619 1
0.856645 -0.103283 0
-0.807603 -0.995678 1
0.345256 0.71109 0
-0.325967 0.270561 0
-0.338851 -0.57086 0
-0.457023 -0.93285 1
0.997639 -0.702948 1
0.477243 -0.0219598 1
-0.128853 0.0536057 0
-0.19637 -0.36408 0
-0.596712 -0.339131 0
-0.852814 -0.360756 1
0.67943 -0.962738 0
-0.0277787 0.984402 0
-0.636686 0.10923 0
-0.833572 -0.253005 0
0.14644 -0.699931 0
0.154139 0.463546 1
0.603184 0.540883 1
-0.235306 0.411067 1
0.867492 0.819231 0
-0.608538 -0.87544 0
-0.4966 0.798693 0
-0.822177 0.987491 0
-0.616879 0.388812 0
-0.442046 0.822531 1
-0.044632 -0.0109266 0
0.177335 0.200893 1
0.263397 0.823928 0
0.174249 0.937431 0
-0.772878 -0.500262 0
0.464141 -0.0377726 1
0.675752 0.604523 0
0.309648 0.323168 0
-0.332502 0.843533 0
0.724775 0.638835 1
-0.468735 0.41753 1
0.809664 -0.717255 0
0.357518 0.928693 0
0.318854 0.491169 1
0.35011 -0.730624 1
0.826233 0.811416 0
0.300476 0.0526641 1
-0.194109 -0.0358547 1
-0.749642 0.172472 1
-0.974828 -0.155437 0
-0.989568 0.248368 0
-0.931099 -0.0122494 1
-0.38073 0.563401 1
-0.0780255 -0.755288 1
-0.0706508 0.470538 1
0.848581 -0.215285 1
-0.670548 0.543093 0
0.115073 -0.319748 1
0.293036 -0.705399 0
0.354215 0.155442 0
-0.529179 -0.14365 0
-0.88826 -0.156252 1
-0.545221 0.401478 0
0.350171 0.726284 0
-0.236251 -0.372376 1
0.220394 -0.709307 0
0.998426 0.615417 1
0.259642 0.940968 1
0.30781 -0.843419 0
-0.731396 -0.0170997 1
-0.41305 0.0968947 1
-0.392977 -0.365801 0
-0.562007 -0.153619 0
0.0312131 -0.251749 1
